id,firstName,lastName,maidenName,age,gender,email,phone,username,password,birthDate,image,bloodGroup,height,weight,eyeColor,hair,ip,address,macAddress,university,bank,company,ein,ssn,userAgent,crypto,role
27,Daniel,Cook,,41,male,daniel.cook@x.dummyjson.com,+44 254-761-6843,danielc,danielcpass,1983-12-25,https://dummyjson.com/icon/danielc/128,AB+,186.21,83.72,Brown,,1.61.73.142,,6e:73:dc:3a:85:10,Columbia University,8452555751345228,,585-905,645-515-583,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,user
27,Daniel,Cook,,41,male,daniel.cook@x.dummyjson.com,+44 254-761-6843,danielc,danielcpass,1983-12-25,https://dummyjson.com/icon/danielc/128,AB+,186.21,83.72,Brown,,1.61.73.142,,6e:73:dc:3a:85:10,Columbia University,Korean Express,,585-905,645-515-583,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,user
27,Daniel,Cook,,41,male,daniel.cook@x.dummyjson.com,+44 254-761-6843,danielc,danielcpass,1983-12-25,https://dummyjson.com/icon/danielc/128,AB+,186.21,83.72,Brown,,1.61.73.142,,6e:73:dc:3a:85:10,Columbia University,NZD,,585-905,645-515-583,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,user
27,Daniel,Cook,,41,male,daniel.cook@x.dummyjson.com,+44 254-761-6843,danielc,danielcpass,1983-12-25,https://dummyjson.com/icon/danielc/128,AB+,186.21,83.72,Brown,,1.61.73.142,,6e:73:dc:3a:85:10,Columbia University,A8DBPECO4X6D09WYOVT8UZK8,,585-905,645-515-583,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,user
27,Daniel,Cook,,41,male,daniel.cook@x.dummyjson.com,+44 254-761-6843,danielc,danielcpass,1983-12-25,https://dummyjson.com/icon/danielc/128,AB+,186.21,83.72,Brown,,1.61.73.142,,6e:73:dc:3a:85:10,Columbia University,,Support,585-905,645-515-583,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,user
27,Daniel,Cook,,41,male,daniel.cook@x.dummyjson.com,+44 254-761-6843,danielc,danielcpass,1983-12-25,https://dummyjson.com/icon/danielc/128,AB+,186.21,83.72,Brown,,1.61.73.142,,6e:73:dc:3a:85:10,Columbia University,,"Morissette, Baumbach and Auer",585-905,645-515-583,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,user
27,Daniel,Cook,,41,male,daniel.cook@x.dummyjson.com,+44 254-761-6843,danielc,danielcpass,1983-12-25,https://dummyjson.com/icon/danielc/128,AB+,186.21,83.72,Brown,,1.61.73.142,,6e:73:dc:3a:85:10,Columbia University,,Legal Counsel,585-905,645-515-583,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,,user
27,Daniel,Cook,,41,male,daniel.cook@x.dummyjson.com,+44 254-761-6843,danielc,danielcpass,1983-12-25,https://dummyjson.com/icon/danielc/128,AB+,186.21,83.72,Brown,,1.61.73.142,,6e:73:dc:3a:85:10,Columbia University,,,585-905,645-515-583,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,Bitcoin,user
27,Daniel,Cook,,41,male,daniel.cook@x.dummyjson.com,+44 254-761-6843,danielc,danielcpass,1983-12-25,https://dummyjson.com/icon/danielc/128,AB+,186.21,83.72,Brown,,1.61.73.142,,6e:73:dc:3a:85:10,Columbia University,,,585-905,645-515-583,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a,user
27,Daniel,Cook,,41,male,daniel.cook@x.dummyjson.com,+44 254-761-6843,danielc,danielcpass,1983-12-25,https://dummyjson.com/icon/danielc/128,AB+,186.21,83.72,Brown,,1.61.73.142,,6e:73:dc:3a:85:10,Columbia University,,,585-905,645-515-583,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,Ethereum (ERC20),user
